facture_id;client_id;date_facture;date_echeance;montant_ht_eur;montant_ttc_eur;tva_eur;statut_paiement;delai_paiement_jours;mode_paiement
FAC-012330;CLI-095404;2024-11-28;2024-12-28;225.98;271.18;45.2;Payée;16.0;Prélèvement
FAC-012331;CLI-096028;2024-06-03;2024-07-03;242.1;290.52;48.42;Payée;3.0;CB en ligne
FAC-012332;CLI-089154;2024-12-28;2025-01-27;120.79;144.95;24.16;Impayée;92.0;Prélèvement
FAC-012333;CLI-091773;2024-11-20;2024-12-20;95.34;114.41;19.07;En retard;39.0;Prélèvement
FAC-012334;CLI-092893;2022-04-28;2022-05-28;152.89;183.47;30.58;En retard;44.0;Prélèvement
FAC-012335;CLI-091303;2024-07-28;2024-08-27;685.72;822.86;137.14;Payée;22.0;Prélèvement
FAC-012336;CLI-097876;2025-05-23;2025-06-22;1165.08;1398.1;233.02;Payée;30.0;Chèque
FAC-012337;CLI-092585;2024-09-17;2024-10-17;177.42;212.9;35.48;En attente;;Prélèvement
FAC-012338;CLI-092783;2023-10-26;2023-11-25;243.78;292.54;48.76;En attente;;Prélèvement
FAC-012339;CLI-093118;2023-04-14;2023-05-14;78.55;94.26;15.71;En retard;35.0;Prélèvement
FAC-012340;CLI-089090;2024-09-05;2024-10-05;75.73;90.88;15.15;En attente;;Virement
FAC-012341;CLI-088848;2023-03-21;2023-04-20;222.64;267.17;44.53;Payée;7.0;CB en ligne
FAC-012342;CLI-093220;2024-07-04;2024-08-03;4874.9;5849.88;974.98;Payée;17.0;Virement
FAC-012343;CLI-093671;2022-11-18;2022-12-18;201.28;241.54;40.26;Payée;31.0;CB en ligne
FAC-012344;CLI-098113;2024-12-25;2025-01-24;1304.44;1565.33;260.89;Payée;9.0;Chèque
FAC-012345;CLI-094144;2023-11-25;2023-12-25;3605.36;4326.43;721.07;En retard;48.0;Prélèvement
FAC-012346;CLI-099851;2023-07-02;2023-08-01;58.13;69.76;11.63;Payée;26.0;TIP
FAC-012347;CLI-093592;2023-08-20;2023-09-19;1408.33;1690.0;281.67;Payée;27.0;Chèque
FAC-012348;CLI-088075;2023-11-25;2023-12-25;1166.79;1400.15;233.36;En attente;;CB en ligne
FAC-012349;CLI-093106;2024-04-22;2024-05-22;245.48;294.58;49.1;Impayée;258.0;Chèque
FAC-012350;CLI-086190;2025-01-14;2025-02-13;253.01;303.61;50.6;Payée;7.0;Chèque
FAC-012351;CLI-087412;2025-04-21;2025-05-21;175.84;211.01;35.17;En attente;;Prélèvement
FAC-012352;CLI-089492;2024-12-29;2025-01-28;858.96;1030.75;171.79;Payée;29.0;Prélèvement
FAC-012353;CLI-090345;2022-11-04;2022-12-04;144.75;173.7;28.95;En retard;47.0;Prélèvement
FAC-012354;CLI-087318;2022-03-30;2022-04-29;66.97;80.36;13.39;En attente;;Prélèvement
FAC-012355;CLI-092194;2025-01-15;2025-02-14;170.17;204.2;34.03;En retard;44.0;Prélèvement
FAC-012356;CLI-087792;2025-02-01;2025-03-03;153.13;183.76;30.63;Payée;18.0;Virement
FAC-012357;CLI-100066;2024-08-15;2024-09-14;34108.28;40929.94;6821.66;Payée;27.0;Prélèvement
FAC-012358;CLI-093069;2023-03-30;2023-04-29;245.78;294.94;49.16;En retard;50.0;Prélèvement
FAC-012359;CLI-089904;2023-12-28;2024-01-27;1200.3;1440.36;240.06;Payée;33.0;CB en ligne
FAC-012360;CLI-088360;2023-08-20;2023-09-19;276.36;331.63;55.27;En attente;;Prélèvement
FAC-012361;CLI-094359;2024-10-08;2024-11-07;266.92;320.3;53.38;Payée;9.0;TIP
FAC-012362;CLI-095507;2023-08-17;2023-09-16;63.09;75.71;12.62;Impayée;238.0;Virement
FAC-012363;CLI-092046;2023-07-27;2023-08-26;203.19;243.83;40.64;Impayée;152.0;Prélèvement
FAC-012364;CLI-093218;2023-11-25;2023-12-25;7326.69;8792.03;1465.34;En retard;78.0;CB en ligne
FAC-012365;CLI-100026;2025-02-11;2025-03-13;131.77;158.12;26.35;Payée;18.0;Prélèvement
FAC-012366;CLI-091139;2022-09-10;2022-10-10;6617.19;7940.63;1323.44;Payée;29.0;Prélèvement
FAC-012367;CLI-087237;2022-06-03;2022-07-03;152.15;182.58;30.43;En attente;;CB en ligne
FAC-012368;CLI-092852;2022-05-25;2022-06-24;5579.16;6694.99;1115.83;En retard;38.0;Prélèvement
FAC-012369;CLI-090353;2023-10-28;2023-11-27;1868.37;2242.04;373.67;Payée;9.0;Prélèvement
FAC-012370;CLI-088535;2023-03-09;2023-04-08;1087.89;1305.47;217.58;Payée;21.0;Chèque
FAC-012371;CLI-093851;2024-01-08;2024-02-07;124.1;148.92;24.82;Payée;34.0;TIP
FAC-012372;CLI-088843;2023-10-20;2023-11-19;7273.69;8728.43;1454.74;En attente;;Prélèvement
FAC-012373;CLI-090455;2024-03-04;2024-04-03;40.18;48.22;8.04;Payée;26.0;CB en ligne
FAC-012374;CLI-099940;2023-12-24;2024-01-23;134.42;161.3;26.88;Payée;1.0;Prélèvement
FAC-012375;CLI-092066;2022-11-19;2022-12-19;276.04;331.25;55.21;Payée;20.0;Prélèvement
FAC-012376;CLI-097937;2024-08-28;2024-09-27;218.98;262.78;43.8;En retard;71.0;Prélèvement
FAC-012377;CLI-093490;2022-07-30;2022-08-29;164.16;196.99;32.83;En retard;67.0;Prélèvement
FAC-012378;CLI-099754;2025-05-02;2025-06-01;104.06;124.87;20.81;Payée;19.0;Prélèvement
FAC-012379;CLI-086648;2022-11-20;2022-12-20;888.15;1065.78;177.63;Payée;3.0;CB en ligne
FAC-012380;CLI-095284;2023-05-25;2023-06-24;1277.95;1533.54;255.59;Impayée;243.0;Chèque
FAC-012381;CLI-087206;2023-12-09;2024-01-08;163.33;196.0;32.67;Impayée;229.0;Prélèvement
FAC-012382;CLI-091130;2023-01-05;2023-02-04;234.71;281.65;46.94;En retard;73.0;Prélèvement
FAC-012383;CLI-096551;2023-12-26;2024-01-25;234.35;281.22;46.87;En attente;;CB en ligne
FAC-012384;CLI-092549;2022-02-19;2022-03-21;179.41;215.29;35.88;Payée;20.0;CB en ligne
FAC-012385;CLI-097772;2022-01-14;2022-02-13;207.23;248.68;41.45;Payée;27.0;TIP
FAC-012386;CLI-100918;2025-05-19;2025-06-18;468.34;562.01;93.67;Impayée;201.0;Virement
FAC-012387;CLI-092796;2023-04-24;2023-05-24;31706.71;38048.05;6341.34;En attente;;Prélèvement
FAC-012388;CLI-099331;2023-07-25;2023-08-24;195.62;234.74;39.12;En attente;;Prélèvement
FAC-012389;CLI-093658;2023-11-15;2023-12-15;165.21;198.25;33.04;En attente;;CB en ligne
FAC-012390;CLI-092042;2025-03-05;2025-04-04;271.0;325.2;54.2;En retard;61.0;Chèque
FAC-012391;CLI-090034;2025-01-07;2025-02-06;138.4;166.08;27.68;Impayée;304.0;Chèque
FAC-012392;CLI-100399;2022-04-07;2022-05-07;245.24;294.29;49.05;Payée;2.0;Chèque
FAC-012393;CLI-096141;2024-11-02;2024-12-02;211.99;254.39;42.4;En retard;41.0;Prélèvement
FAC-012394;CLI-100583;2024-12-31;2025-01-30;159.71;191.65;31.94;Payée;8.0;Prélèvement
FAC-012395;CLI-092730;2022-05-25;2022-06-24;229.09;274.91;45.82;En attente;;Prélèvement
FAC-012396;CLI-088074;2024-10-17;2024-11-16;1250.77;1500.92;250.15;Payée;5.0;Prélèvement
FAC-012397;CLI-100422;2023-11-25;2023-12-25;248.47;298.16;49.69;En retard;38.0;Prélèvement
FAC-012398;CLI-098750;2024-08-05;2024-09-04;133.36;160.03;26.67;Impayée;361.0;Chèque
FAC-012399;CLI-093573;2024-09-07;2024-10-07;194.77;233.72;38.95;Payée;19.0;Virement
FAC-012400;CLI-086082;2023-05-12;2023-06-11;74.03;88.84;14.81;Impayée;176.0;Chèque
FAC-012401;CLI-098194;2024-07-12;2024-08-11;167.07;200.48;33.41;Payée;8.0;Prélèvement
FAC-012402;CLI-086981;2025-01-29;2025-02-28;1029.93;1235.92;205.99;En attente;;Chèque
FAC-012403;CLI-090043;2025-04-12;2025-05-12;42.48;50.98;8.5;Payée;30.0;Prélèvement
FAC-012404;CLI-094479;2022-10-10;2022-11-09;6392.7;7671.24;1278.54;Payée;19.0;Virement
FAC-012405;CLI-096262;2022-05-24;2022-06-23;212.8;255.36;42.56;Payée;1.0;Prélèvement
FAC-012406;CLI-090572;2025-05-27;2025-06-26;92.42;110.9;18.48;En retard;63.0;Prélèvement
FAC-012407;CLI-090810;2022-04-30;2022-05-30;162.07;194.48;32.41;Impayée;353.0;Prélèvement
FAC-012408;CLI-089607;2023-12-15;2024-01-14;251.61;301.93;50.32;Payée;26.0;Prélèvement
FAC-012409;CLI-095663;2023-04-26;2023-05-26;186.19;223.43;37.24;En retard;38.0;Prélèvement
FAC-012410;CLI-096960;2023-10-23;2023-11-22;116.07;139.28;23.21;En attente;;Prélèvement
FAC-012411;CLI-096672;2023-09-08;2023-10-08;54.01;64.81;10.8;En retard;62.0;CB en ligne
FAC-012412;CLI-094860;2023-05-07;2023-06-06;200.31;240.37;40.06;Impayée;292.0;Prélèvement
FAC-012413;CLI-093587;2023-08-22;2023-09-21;612.59;735.11;122.52;En retard;85.0;Chèque
FAC-012414;CLI-094891;2024-10-14;2024-11-13;788.33;946.0;157.67;En retard;47.0;CB en ligne
FAC-012415;CLI-088189;2023-08-22;2023-09-21;181.81;218.17;36.36;Payée;19.0;Prélèvement
FAC-012416;CLI-093444;2024-07-29;2024-08-28;132.59;159.11;26.52;Impayée;222.0;Prélèvement
FAC-012417;CLI-090519;2024-07-16;2024-08-15;233.15;279.78;46.63;En retard;56.0;CB en ligne
FAC-012418;CLI-090984;2025-04-09;2025-05-09;88.73;106.48;17.75;En retard;59.0;Prélèvement
FAC-012419;CLI-090775;2022-10-15;2022-11-14;867.66;1041.19;173.53;En attente;;Prélèvement
FAC-012420;CLI-086031;2024-08-25;2024-09-24;112.31;134.77;22.46;En retard;53.0;CB en ligne
FAC-012421;CLI-089020;2022-07-13;2022-08-12;212.44;254.93;42.49;En retard;38.0;Virement
FAC-012422;CLI-090689;2024-01-18;2024-02-17;2891.56;3469.87;578.31;Payée;30.0;Virement
FAC-012423;CLI-099912;2024-01-05;2024-02-04;42.53;51.04;8.51;Payée;20.0;Prélèvement
FAC-012424;CLI-096552;2023-02-27;2023-03-29;131.31;157.57;26.26;En attente;;Prélèvement
FAC-012425;CLI-087814;2024-01-13;2024-02-12;94.04;112.85;18.81;En retard;84.0;Virement
FAC-012426;CLI-099877;2024-12-25;2025-01-24;113.28;135.94;22.66;Payée;13.0;Prélèvement
FAC-012427;CLI-098410;2022-02-16;2022-03-18;63.0;75.6;12.6;En retard;85.0;Prélèvement
FAC-012428;CLI-092462;2025-05-14;2025-06-13;7459.48;8951.38;1491.9;Payée;7.0;Prélèvement
FAC-012429;CLI-090595;2022-09-12;2022-10-12;141.92;170.3;28.38;Payée;26.0;Prélèvement
FAC-012430;CLI-090497;2023-09-02;2023-10-02;111.82;134.18;22.36;Payée;24.0;Prélèvement
FAC-012431;CLI-095550;2024-07-17;2024-08-16;177.94;213.53;35.59;En retard;37.0;Virement
FAC-012432;CLI-087860;2024-02-15;2024-03-16;981.31;1177.57;196.26;En retard;46.0;Chèque
FAC-012433;CLI-087855;2024-03-04;2024-04-03;227.4;272.88;45.48;Payée;15.0;Chèque
FAC-012434;CLI-087215;2024-03-26;2024-04-25;164.41;197.29;32.88;En attente;;Prélèvement
FAC-012435;CLI-097002;2023-05-07;2023-06-06;78.06;93.67;15.61;En attente;;CB en ligne
FAC-012436;CLI-086877;2024-04-18;2024-05-18;113.62;136.34;22.72;Impayée;197.0;Prélèvement
FAC-012437;CLI-093295;2024-08-22;2024-09-21;11953.4;14344.08;2390.68;Payée;31.0;CB en ligne
FAC-012438;CLI-094115;2023-02-07;2023-03-09;138.46;166.15;27.69;Payée;21.0;Prélèvement
FAC-012439;CLI-092985;2023-01-31;2023-03-02;186.57;223.88;37.31;En retard;54.0;Prélèvement
FAC-012440;CLI-100729;2024-11-18;2024-12-18;769.19;923.03;153.84;Payée;28.0;Prélèvement
FAC-012441;CLI-088387;2023-10-31;2023-11-30;62.97;75.56;12.59;En attente;;Prélèvement
FAC-012442;CLI-095221;2023-07-11;2023-08-10;81.25;97.5;16.25;Payée;25.0;Prélèvement
FAC-012443;CLI-094632;2022-03-27;2022-04-26;110.61;132.73;22.12;Payée;11.0;Prélèvement
FAC-012444;CLI-095775;2022-02-08;2022-03-10;165.36;198.43;33.07;Payée;8.0;Prélèvement
FAC-012445;CLI-087575;2022-08-09;2022-09-08;140.67;168.8;28.13;Payée;31.0;Virement
FAC-012446;CLI-100588;2022-09-06;2022-10-06;175.59;210.71;35.12;Payée;31.0;Prélèvement
FAC-012447;CLI-100801;2025-03-27;2025-04-26;1374.51;1649.41;274.9;Payée;6.0;Prélèvement
FAC-012448;CLI-088525;2023-09-30;2023-10-30;149.57;179.48;29.91;En retard;62.0;CB en ligne
FAC-012449;CLI-091972;2024-12-20;2025-01-19;1141.34;1369.61;228.27;En attente;;Prélèvement
FAC-012450;CLI-088810;2025-03-18;2025-04-17;140.27;168.32;28.05;Payée;27.0;Virement
FAC-012451;CLI-100279;2024-07-16;2024-08-15;143.59;172.31;28.72;Impayée;276.0;CB en ligne
FAC-012452;CLI-089078;2023-06-11;2023-07-11;65.09;78.11;13.02;En attente;;Prélèvement
FAC-012453;CLI-098156;2022-06-27;2022-07-27;95.56;114.67;19.11;Payée;30.0;Prélèvement
FAC-012454;CLI-095201;2023-02-26;2023-03-28;259.88;311.86;51.98;Payée;1.0;Prélèvement
FAC-012455;CLI-097991;2025-01-25;2025-02-24;248.94;298.73;49.79;Payée;4.0;Prélèvement
FAC-012456;CLI-089847;2024-02-22;2024-03-23;243.89;292.67;48.78;En retard;73.0;Prélèvement
FAC-012457;CLI-098288;2024-07-15;2024-08-14;106.24;127.49;21.25;Payée;6.0;Virement
FAC-012458;CLI-099688;2022-12-31;2023-01-30;138.22;165.86;27.64;Impayée;154.0;Prélèvement
FAC-012459;CLI-098106;2025-01-13;2025-02-12;208.2;249.84;41.64;En attente;;Chèque
FAC-012460;CLI-097893;2023-08-12;2023-09-11;262.94;315.53;52.59;Payée;31.0;TIP
FAC-012461;CLI-099229;2023-09-17;2023-10-17;59.57;71.48;11.91;Impayée;340.0;Chèque
FAC-012462;CLI-100655;2023-12-30;2024-01-29;587.44;704.93;117.49;Impayée;158.0;Prélèvement
FAC-012463;CLI-094364;2024-11-23;2024-12-23;148.34;178.01;29.67;En attente;;Prélèvement
FAC-012464;CLI-091257;2025-03-21;2025-04-20;150.33;180.4;30.07;En retard;36.0;CB en ligne
FAC-012465;CLI-086136;2023-02-24;2023-03-26;201.27;241.52;40.25;Payée;29.0;Prélèvement
FAC-012466;CLI-092040;2024-01-21;2024-02-20;52.16;62.59;10.43;En attente;;Chèque
FAC-012467;CLI-097864;2024-09-01;2024-10-01;426.36;511.63;85.27;Payée;5.0;CB en ligne
FAC-012468;CLI-097238;2025-04-26;2025-05-26;105.49;126.59;21.1;Payée;21.0;Prélèvement
FAC-012469;CLI-095920;2022-11-09;2022-12-09;272.57;327.08;54.51;Payée;28.0;Prélèvement
FAC-012470;CLI-098623;2022-06-23;2022-07-23;152.54;183.05;30.51;Payée;5.0;Prélèvement
FAC-012471;CLI-087859;2024-05-12;2024-06-11;469.84;563.81;93.97;Payée;12.0;Prélèvement
FAC-012472;CLI-088143;2022-06-28;2022-07-28;70.54;84.65;14.11;En retard;63.0;Virement
FAC-012473;CLI-097053;2024-05-13;2024-06-12;619.53;743.44;123.91;Impayée;267.0;Prélèvement
FAC-012474;CLI-100417;2022-03-08;2022-04-07;279.55;335.46;55.91;En retard;81.0;CB en ligne
FAC-012475;CLI-090388;2025-01-25;2025-02-24;128.9;154.68;25.78;Impayée;263.0;Chèque
FAC-012476;CLI-087449;2025-02-11;2025-03-13;253.01;303.61;50.6;Payée;8.0;Prélèvement
FAC-012477;CLI-093658;2025-03-27;2025-04-26;187.38;224.86;37.48;En retard;54.0;Prélèvement
FAC-012478;CLI-090581;2025-03-25;2025-04-24;219.97;263.96;43.99;En attente;;Prélèvement
FAC-012479;CLI-099685;2023-09-09;2023-10-09;67.05;80.46;13.41;Impayée;293.0;CB en ligne
FAC-012480;CLI-087548;2025-04-26;2025-05-26;49.1;58.92;9.82;En attente;;TIP
FAC-012481;CLI-095424;2022-10-11;2022-11-10;733.95;880.74;146.79;Payée;11.0;Chèque
FAC-012482;CLI-091311;2024-10-20;2024-11-19;132.89;159.47;26.58;Payée;25.0;Chèque
FAC-012483;CLI-097085;2025-03-16;2025-04-15;260.04;312.05;52.01;En attente;;Prélèvement
FAC-012484;CLI-092398;2022-11-07;2022-12-07;78.75;94.5;15.75;Payée;27.0;Prélèvement
FAC-012485;CLI-087731;2024-09-04;2024-10-04;40.44;48.53;8.09;En retard;37.0;Prélèvement
FAC-012486;CLI-093118;2024-09-15;2024-10-15;68.55;82.26;13.71;Payée;14.0;Prélèvement
FAC-012487;CLI-086688;2023-10-22;2023-11-21;176.66;211.99;35.33;En retard;37.0;Prélèvement
FAC-012488;CLI-093669;2023-11-05;2023-12-05;90.25;108.3;18.05;Payée;5.0;Prélèvement
FAC-012489;CLI-100177;2023-03-29;2023-04-28;43.22;51.86;8.64;En attente;;Prélèvement
FAC-012490;CLI-098229;2024-02-17;2024-03-18;111.89;134.27;22.38;Payée;7.0;Prélèvement
FAC-012491;CLI-099219;2024-05-12;2024-06-11;279.97;335.96;55.99;En attente;;Prélèvement
FAC-012492;CLI-088956;2025-01-03;2025-02-02;747.64;897.17;149.53;Payée;20.0;Prélèvement
FAC-012493;CLI-100592;2024-02-11;2024-03-12;574.0;688.8;114.8;En attente;;CB en ligne
FAC-012494;CLI-094456;2023-02-07;2023-03-09;68.8;82.56;13.76;Impayée;253.0;Prélèvement
FAC-012495;CLI-090938;2023-12-12;2024-01-11;515.16;618.19;103.03;En attente;;Prélèvement
FAC-012496;CLI-089679;2022-05-20;2022-06-19;163.79;196.55;32.76;Payée;30.0;Prélèvement
FAC-012497;CLI-094656;2022-12-03;2023-01-02;227.25;272.7;45.45;Payée;17.0;Prélèvement
FAC-012498;CLI-087246;2025-01-22;2025-02-21;122.37;146.84;24.47;En attente;;Prélèvement
FAC-012499;CLI-097605;2022-04-26;2022-05-26;764.14;916.97;152.83;Impayée;92.0;Prélèvement
FAC-012500;CLI-089296;2024-10-01;2024-10-31;179.23;215.08;35.85;En retard;64.0;CB en ligne
FAC-012501;CLI-099875;2023-01-24;2023-02-23;65.66;78.79;13.13;Payée;15.0;TIP
FAC-012502;CLI-089566;2024-01-04;2024-02-03;114.32;137.18;22.86;En attente;;Prélèvement
FAC-012503;CLI-087761;2023-06-15;2023-07-15;544.51;653.41;108.9;Payée;14.0;Prélèvement
FAC-012504;CLI-094312;2024-03-06;2024-04-05;139.76;167.71;27.95;En retard;44.0;Prélèvement
FAC-012505;CLI-094891;2023-07-29;2023-08-28;604.48;725.38;120.9;Impayée;118.0;Prélèvement
FAC-012506;CLI-095066;2025-02-06;2025-03-08;253.05;303.66;50.61;Payée;29.0;CB en ligne
FAC-012507;CLI-091029;2023-12-30;2024-01-29;108.45;130.14;21.69;Payée;15.0;Prélèvement
FAC-012508;CLI-089198;2024-05-14;2024-06-13;161.03;193.24;32.21;Impayée;322.0;Prélèvement
FAC-012509;CLI-088574;2023-06-09;2023-07-09;80.1;96.12;16.02;Payée;4.0;CB en ligne
FAC-012510;CLI-097676;2025-02-20;2025-03-22;227.91;273.49;45.58;Payée;2.0;Prélèvement
FAC-012511;CLI-090925;2022-11-20;2022-12-20;261.02;313.22;52.2;Payée;26.0;Prélèvement
FAC-012512;CLI-090559;2024-02-14;2024-03-15;4691.15;5629.38;938.23;En attente;;Prélèvement
FAC-012513;CLI-100820;2024-02-20;2024-03-21;158.89;190.67;31.78;Payée;9.0;Virement
FAC-012514;CLI-098613;2024-11-14;2024-12-14;68.77;82.52;13.75;En retard;39.0;Prélèvement
FAC-012515;CLI-090874;2023-10-30;2023-11-29;227.16;272.59;45.43;En retard;41.0;Virement
FAC-012516;CLI-097411;2022-08-12;2022-09-11;244.8;293.76;48.96;Payée;10.0;Prélèvement
FAC-012517;CLI-086857;2024-11-16;2024-12-16;55.51;66.61;11.1;Payée;4.0;Prélèvement
FAC-012518;CLI-090752;2022-02-24;2022-03-26;89.04;106.85;17.81;Payée;21.0;Prélèvement
FAC-012519;CLI-098930;2025-05-01;2025-05-31;200.18;240.22;40.04;Impayée;196.0;Prélèvement
FAC-012520;CLI-086936;2025-03-10;2025-04-09;101.78;122.14;20.36;Impayée;220.0;Prélèvement
FAC-012521;CLI-088559;2022-06-15;2022-07-15;255.3;306.36;51.06;En retard;45.0;Prélèvement
FAC-012522;CLI-088336;2022-05-10;2022-06-09;228.71;274.45;45.74;Payée;11.0;Chèque
FAC-012523;CLI-088881;2025-05-08;2025-06-07;904.67;1085.6;180.93;En attente;;Prélèvement
FAC-012524;CLI-092481;2023-08-22;2023-09-21;61.1;73.32;12.22;Payée;5.0;CB en ligne
FAC-012525;CLI-093252;2023-08-25;2023-09-24;99.68;119.62;19.94;Payée;33.0;Virement
FAC-012526;CLI-086264;2024-08-06;2024-09-05;765.12;918.14;153.02;Payée;32.0;Virement
FAC-012527;CLI-097845;2022-07-26;2022-08-25;277.8;333.36;55.56;Payée;14.0;Prélèvement
FAC-012528;CLI-091472;2022-09-10;2022-10-10;104.47;125.36;20.89;Impayée;309.0;Chèque
FAC-012529;CLI-092914;2023-12-16;2024-01-15;257.21;308.65;51.44;Impayée;116.0;Prélèvement
FAC-012530;CLI-092278;2024-02-29;2024-03-30;982.33;1178.8;196.47;Payée;30.0;CB en ligne
FAC-012531;CLI-093637;2023-03-30;2023-04-29;191.59;229.91;38.32;Payée;34.0;Virement
FAC-012532;CLI-100692;2022-03-19;2022-04-18;573.63;688.36;114.73;En retard;54.0;Prélèvement
FAC-012533;CLI-090828;2023-05-01;2023-05-31;167.99;201.59;33.6;Payée;24.0;Prélèvement
FAC-012534;CLI-093272;2025-04-06;2025-05-06;95.92;115.1;19.18;Payée;12.0;Virement
FAC-012535;CLI-092420;2023-09-15;2023-10-15;7316.04;8779.25;1463.21;En retard;56.0;Virement
FAC-012536;CLI-089987;2022-01-17;2022-02-16;158.87;190.64;31.77;Impayée;237.0;Virement
FAC-012537;CLI-090007;2022-09-09;2022-10-09;217.1;260.52;43.42;Payée;21.0;Prélèvement
FAC-012538;CLI-099559;2025-02-03;2025-03-05;180.54;216.65;36.11;Payée;2.0;Virement
FAC-012539;CLI-093772;2022-05-23;2022-06-22;247.24;296.69;49.45;En retard;35.0;Chèque
FAC-012540;CLI-098553;2025-04-04;2025-05-04;84.82;101.78;16.96;En retard;42.0;Chèque
FAC-012541;CLI-098001;2024-03-07;2024-04-06;221.57;265.88;44.31;Impayée;119.0;CB en ligne
FAC-012542;CLI-093892;2022-11-03;2022-12-03;131.09;157.31;26.22;Payée;4.0;Prélèvement
FAC-012543;CLI-095885;2022-11-24;2022-12-24;102.47;122.96;20.49;Payée;25.0;Prélèvement
FAC-012544;CLI-092246;2024-06-10;2024-07-10;252.28;302.74;50.46;Payée;9.0;Virement
FAC-012545;CLI-089835;2024-08-19;2024-09-18;263.32;315.98;52.66;En attente;;TIP
FAC-012546;CLI-099791;2024-12-15;2025-01-14;232.19;278.63;46.44;Impayée;117.0;TIP
FAC-012547;CLI-094345;2024-08-13;2024-09-12;972.64;1167.17;194.53;Payée;16.0;Prélèvement
FAC-012548;CLI-095324;2023-03-08;2023-04-07;224.97;269.96;44.99;Impayée;332.0;Chèque
FAC-012549;CLI-096500;2024-10-11;2024-11-10;167.89;201.47;33.58;Payée;18.0;Virement
FAC-012550;CLI-099240;2022-02-23;2022-03-25;165.75;198.9;33.15;En retard;82.0;CB en ligne
FAC-012551;CLI-087027;2024-08-24;2024-09-23;551.39;661.67;110.28;Payée;5.0;Prélèvement
FAC-012552;CLI-092240;2022-04-06;2022-05-06;3895.0;4674.0;779.0;Payée;10.0;Prélèvement
FAC-012553;CLI-089999;2025-02-01;2025-03-03;206.73;248.08;41.35;En attente;;Prélèvement
FAC-012554;CLI-087176;2025-01-08;2025-02-07;1438.76;1726.51;287.75;En retard;85.0;Prélèvement
FAC-012555;CLI-087290;2023-10-08;2023-11-07;87.45;104.94;17.49;En retard;57.0;Prélèvement
FAC-012556;CLI-092742;2023-01-24;2023-02-23;102.29;122.75;20.46;Payée;13.0;Prélèvement
FAC-012557;CLI-097135;2024-12-21;2025-01-20;194.88;233.86;38.98;Payée;23.0;Prélèvement
FAC-012558;CLI-099749;2024-01-01;2024-01-31;269.01;322.81;53.8;Payée;19.0;Virement
FAC-012559;CLI-098675;2022-08-12;2022-09-11;275.22;330.26;55.04;Impayée;168.0;Prélèvement
FAC-012560;CLI-089273;2022-04-28;2022-05-28;145.45;174.54;29.09;Payée;3.0;Chèque
FAC-012561;CLI-095141;2022-02-04;2022-03-06;74.38;89.26;14.88;En attente;;Prélèvement
FAC-012562;CLI-100038;2024-05-30;2024-06-29;235.05;282.06;47.01;En retard;54.0;Chèque
FAC-012563;CLI-091117;2022-11-20;2022-12-20;138.9;166.68;27.78;Payée;15.0;Prélèvement
FAC-012564;CLI-086816;2025-03-15;2025-04-14;87.22;104.66;17.44;Payée;17.0;CB en ligne
FAC-012565;CLI-100195;2022-07-09;2022-08-08;152.1;182.52;30.42;En retard;62.0;Prélèvement
FAC-012566;CLI-089494;2023-03-30;2023-04-29;194.35;233.22;38.87;Payée;6.0;Prélèvement
FAC-012567;CLI-094093;2023-02-20;2023-03-22;17941.5;21529.8;3588.3;Payée;22.0;Prélèvement
FAC-012568;CLI-098723;2022-02-01;2022-03-03;1542.76;1851.31;308.55;Payée;3.0;Prélèvement
FAC-012569;CLI-087100;2023-02-18;2023-03-20;200.99;241.19;40.2;Payée;17.0;Prélèvement
FAC-012570;CLI-092046;2024-11-29;2024-12-29;246.39;295.67;49.28;Payée;20.0;Virement
FAC-012571;CLI-094556;2025-03-24;2025-04-23;152.68;183.22;30.54;En attente;;Virement
FAC-012572;CLI-089783;2023-01-28;2023-02-27;1116.35;1339.62;223.27;En retard;58.0;Prélèvement
FAC-012573;CLI-089565;2024-04-25;2024-05-25;974.66;1169.59;194.93;Payée;23.0;Prélèvement
FAC-012574;CLI-091121;2022-01-09;2022-02-08;6820.93;8185.12;1364.19;En attente;;Prélèvement
FAC-012575;CLI-087889;2024-05-02;2024-06-01;2529.48;3035.38;505.9;Impayée;249.0;Prélèvement
FAC-012576;CLI-089839;2023-03-27;2023-04-26;119.71;143.65;23.94;Impayée;140.0;Chèque
FAC-012577;CLI-098475;2022-04-14;2022-05-14;124.9;149.88;24.98;Payée;32.0;Chèque
FAC-012578;CLI-096353;2024-06-11;2024-07-11;317.86;381.43;63.57;En retard;78.0;Chèque
FAC-012579;CLI-098200;2022-11-25;2022-12-25;259.46;311.35;51.89;Payée;29.0;Virement
FAC-012580;CLI-099498;2023-07-29;2023-08-28;41.9;50.28;8.38;Payée;27.0;Prélèvement
FAC-012581;CLI-095407;2022-09-07;2022-10-07;273.08;327.7;54.62;En retard;40.0;Prélèvement
FAC-012582;CLI-093100;2022-04-30;2022-05-30;108.49;130.19;21.7;Payée;6.0;Prélèvement
FAC-012583;CLI-091880;2023-06-04;2023-07-04;213.01;255.61;42.6;En retard;82.0;CB en ligne
FAC-012584;CLI-089595;2022-02-12;2022-03-14;196.34;235.61;39.27;En retard;62.0;CB en ligne
FAC-012585;CLI-089011;2024-08-04;2024-09-03;101.71;122.05;20.34;En attente;;Prélèvement
