compteur_id;pdl;client_id;type_energie;type_compteur;marque;date_installation;dernier_releve;statut
CPT-089758;88921656185826;CLI-089000;Gaz;Gazpar;Sagemcom;2013-06-26;2025-05-28;Actif
CPT-089759;94529917678008;CLI-089001;Électricité;Linky;Iskraemeco;2016-02-10;2025-04-10;Suspendu
CPT-089760;30929209062785;CLI-089001;Gaz;Gazpar;Landis+Gyr;2016-01-22;2025-05-28;Suspendu
CPT-089761;48672981822923;CLI-089002;Électricité;Linky;Landis+Gyr;2013-08-06;2025-05-07;Actif
CPT-089762;40740103140796;CLI-089003;Électricité;Linky;Sagemcom;2018-10-11;2025-05-02;Actif
CPT-089763;52530997076242;CLI-089003;Gaz;Gazpar;Itron;2018-09-28;2025-05-06;Actif
CPT-089764;88772119054528;CLI-089004;Électricité;Électromécanique;Sagemcom;2014-12-11;2025-05-12;Résilié
CPT-089765;31561505213408;CLI-089005;Électricité;Électromécanique;Iskraemeco;2012-07-13;2025-04-16;Suspendu
CPT-089766;54873969993892;CLI-089005;Gaz;Gazpar;Itron;2012-06-27;2025-05-03;Suspendu
CPT-089767;61084568452023;CLI-089006;Électricité;Linky;Iskraemeco;2015-03-11;2025-04-13;Résilié
CPT-089768;24976299247904;CLI-089006;Gaz;Gazpar;Iskraemeco;2015-03-16;2025-04-24;Résilié
CPT-089769;58628382426555;CLI-089007;Électricité;Linky;Landis+Gyr;2020-04-06;2025-04-08;Actif
CPT-089770;98634295783544;CLI-089008;Électricité;Linky;Itron;2018-09-03;2025-05-08;Actif
CPT-089771;62012983583135;CLI-089009;Gaz;Gazpar;Landis+Gyr;2018-05-07;2025-04-12;Actif
CPT-089772;93225040506147;CLI-089010;Électricité;Linky;Sagemcom;2013-08-09;2025-05-15;Actif
CPT-089773;25269199845999;CLI-089011;Électricité;Électromécanique;Sagemcom;2013-12-13;2025-04-29;Actif
CPT-089774;32060994950826;CLI-089012;Électricité;Linky;Iskraemeco;2017-06-03;2025-04-14;Suspendu
CPT-089775;97347598165615;CLI-089013;Gaz;Gazpar;Itron;2019-01-13;2025-04-24;Actif
CPT-089776;96800298779110;CLI-089014;Électricité;Électromécanique;Landis+Gyr;2012-01-17;2025-04-29;Suspendu
CPT-089777;76495885869546;CLI-089015;Électricité;Linky;Sagemcom;2016-03-25;2025-05-23;Actif
CPT-089778;22999328028676;CLI-089015;Gaz;Gazpar;Landis+Gyr;2016-03-24;2025-04-13;Actif
CPT-089779;46562580442382;CLI-089016;Électricité;Électromécanique;Itron;2016-12-12;2025-05-15;Actif
CPT-089780;24194746446874;CLI-089017;Électricité;Linky;Itron;2012-04-28;2025-04-21;Résilié
CPT-089781;33489325882979;CLI-089018;Électricité;Linky;Sagemcom;2019-02-08;2025-05-12;Actif
CPT-089782;15136598993382;CLI-089019;Électricité;Électromécanique;Itron;2016-10-20;2025-04-28;Suspendu
CPT-089783;66315864541613;CLI-089019;Gaz;Gazpar;Sagemcom;2016-11-08;2025-05-12;Suspendu
CPT-089784;54230598927719;CLI-089020;Gaz;Traditionnel;Itron;2016-09-13;2025-04-16;Actif
CPT-089785;51430777257958;CLI-089021;Électricité;Linky;Itron;2013-04-04;2025-05-06;Actif
CPT-089786;52223715563609;CLI-089022;Gaz;Gazpar;Sagemcom;2012-08-17;2025-05-07;Suspendu
CPT-089787;27536917267531;CLI-089023;Électricité;Linky;Itron;2015-01-01;2025-04-19;Résilié
CPT-089788;54549450113176;CLI-089024;Électricité;Linky;Sagemcom;2020-09-17;2025-05-02;Actif
CPT-089789;86988233376292;CLI-089024;Gaz;Gazpar;Landis+Gyr;2020-09-18;2025-05-17;Actif
CPT-089790;68727092777463;CLI-089025;Électricité;Linky;Landis+Gyr;2018-06-09;2025-05-21;Actif
CPT-089791;15184742464713;CLI-089026;Électricité;Linky;Itron;2021-02-17;2025-05-20;Actif
CPT-089792;14051511107834;CLI-089027;Gaz;Traditionnel;Landis+Gyr;2018-01-22;2025-05-07;Suspendu
CPT-089793;92936014563354;CLI-089028;Électricité;Linky;Sagemcom;2020-07-11;2025-04-25;Actif
CPT-089794;18862293311807;CLI-089029;Gaz;Gazpar;Iskraemeco;2016-10-06;2025-04-19;Résilié
CPT-089795;40060210576785;CLI-089030;Gaz;Gazpar;Itron;2019-08-04;2025-04-08;Actif
CPT-089796;90111139739892;CLI-089031;Électricité;Linky;Sagemcom;2019-04-24;2025-04-04;Suspendu
CPT-089797;48568080305180;CLI-089031;Gaz;Gazpar;Landis+Gyr;2019-05-10;2025-05-15;Suspendu
CPT-089798;80306095239820;CLI-089032;Électricité;Linky;Sagemcom;2013-10-02;2025-04-12;Actif
CPT-089799;65201821996880;CLI-089032;Gaz;Traditionnel;Sagemcom;2013-10-02;2025-05-24;Actif
CPT-089800;35677640493485;CLI-089033;Gaz;Gazpar;Sagemcom;2019-07-09;2025-04-22;Actif
CPT-089801;29375361290276;CLI-089034;Électricité;Électromécanique;Landis+Gyr;2013-11-23;2025-05-14;Actif
CPT-089802;98048559690140;CLI-089035;Électricité;Linky;Sagemcom;2021-03-03;2025-05-06;Résilié
CPT-089803;94514115891382;CLI-089035;Gaz;Traditionnel;Iskraemeco;2021-03-15;2025-05-16;Résilié
CPT-089804;81072643695309;CLI-089036;Électricité;Linky;Landis+Gyr;2014-08-17;2025-05-03;Actif
CPT-089805;12440495229252;CLI-089036;Gaz;Gazpar;Landis+Gyr;2014-08-14;2025-04-27;Actif
CPT-089806;11012522058278;CLI-089037;Électricité;Linky;Landis+Gyr;2018-06-05;2025-05-03;Actif
CPT-089807;53806622223407;CLI-089037;Gaz;Gazpar;Sagemcom;2018-05-31;2025-04-22;Actif
CPT-089808;89016731030913;CLI-089038;Électricité;Linky;Sagemcom;2016-10-19;2025-04-13;Actif
CPT-089809;18407383202225;CLI-089038;Gaz;Gazpar;Itron;2016-09-29;2025-05-15;Actif
CPT-089810;30678030268773;CLI-089039;Électricité;Linky;Sagemcom;2020-10-17;2025-04-02;Actif
CPT-089811;13347617469561;CLI-089039;Gaz;Gazpar;Iskraemeco;2020-10-17;2025-05-08;Actif
CPT-089812;96889875328673;CLI-089040;Électricité;Électromécanique;Iskraemeco;2013-02-26;2025-04-04;Actif
CPT-089813;59732227020439;CLI-089041;Électricité;Linky;Sagemcom;2017-06-29;2025-04-06;Actif
CPT-089814;35902544015907;CLI-089042;Électricité;Linky;Iskraemeco;2020-04-20;2025-04-28;Actif
CPT-089815;22808102778878;CLI-089043;Électricité;Linky;Itron;2015-08-09;2025-04-11;Actif
CPT-089816;37753710236409;CLI-089043;Gaz;Traditionnel;Landis+Gyr;2015-08-14;2025-05-29;Actif
CPT-089817;60649298565107;CLI-089044;Électricité;Linky;Sagemcom;2021-05-20;2025-05-08;Actif
CPT-089818;70831070164423;CLI-089045;Gaz;Traditionnel;Sagemcom;2015-07-14;2025-04-11;Actif
CPT-089819;94263617626087;CLI-089046;Électricité;Linky;Sagemcom;2018-01-13;2025-04-23;Actif
CPT-089820;24405206237434;CLI-089046;Gaz;Gazpar;Sagemcom;2018-01-11;2025-04-29;Actif
CPT-089821;84174439245559;CLI-089047;Électricité;Linky;Sagemcom;2020-05-19;2025-04-10;Actif
CPT-089822;31575012302891;CLI-089047;Gaz;Traditionnel;Sagemcom;2020-05-24;2025-04-03;Actif
CPT-089823;52449388466119;CLI-089048;Gaz;Traditionnel;Itron;2021-11-23;2025-05-16;Actif
CPT-089824;89034796480468;CLI-089049;Électricité;Linky;Sagemcom;2019-04-08;2025-05-06;Résilié
CPT-089825;22700104853477;CLI-089050;Électricité;Linky;Sagemcom;2015-09-03;2025-04-30;Actif
CPT-089826;59523446144854;CLI-089051;Électricité;Linky;Itron;2018-05-16;2025-04-28;Résilié
CPT-089827;88057479998560;CLI-089051;Gaz;Gazpar;Iskraemeco;2018-05-27;2025-05-04;Résilié
CPT-089828;72154604536909;CLI-089052;Électricité;Électromécanique;Sagemcom;2016-03-13;2025-05-26;Résilié
CPT-089829;84497696495984;CLI-089052;Gaz;Traditionnel;Sagemcom;2016-02-29;2025-04-07;Résilié
CPT-089830;41477421420857;CLI-089053;Électricité;Linky;Landis+Gyr;2018-07-12;2025-04-26;Résilié
CPT-089831;19609776752778;CLI-089053;Gaz;Gazpar;Iskraemeco;2018-07-07;2025-05-12;Résilié
CPT-089832;25116193585338;CLI-089054;Électricité;Linky;Landis+Gyr;2020-02-27;2025-05-10;Actif
CPT-089833;29349883488642;CLI-089054;Gaz;Traditionnel;Iskraemeco;2020-02-29;2025-04-29;Actif
CPT-089834;49822062155352;CLI-089055;Électricité;Linky;Landis+Gyr;2012-05-16;2025-05-26;Suspendu
CPT-089835;18530045658050;CLI-089056;Gaz;Traditionnel;Sagemcom;2020-08-26;2025-05-27;Actif
CPT-089836;57934415190359;CLI-089057;Électricité;Linky;Itron;2020-08-05;2025-05-05;Actif
CPT-089837;13793981523152;CLI-089058;Électricité;Électromécanique;Landis+Gyr;2013-05-03;2025-05-10;Suspendu
CPT-089838;77532424139251;CLI-089058;Gaz;Traditionnel;Itron;2013-04-23;2025-04-22;Suspendu
CPT-089839;37182912766529;CLI-089059;Électricité;Linky;Itron;2020-12-04;2025-04-03;Actif
CPT-089840;65963521873030;CLI-089060;Électricité;Électromécanique;Sagemcom;2013-10-07;2025-04-25;Suspendu
CPT-089841;65477583792895;CLI-089061;Électricité;Linky;Itron;2012-10-01;2025-04-18;Suspendu
CPT-089842;60689582555286;CLI-089061;Gaz;Gazpar;Sagemcom;2012-09-15;2025-04-25;Suspendu
CPT-089843;74613313240784;CLI-089062;Gaz;Gazpar;Itron;2014-06-23;2025-05-12;Actif
CPT-089844;80165425781541;CLI-089063;Électricité;Linky;Sagemcom;2014-01-04;2025-04-18;Actif
CPT-089845;12443311471631;CLI-089063;Gaz;Gazpar;Itron;2014-01-14;2025-05-08;Actif
CPT-089846;27144800496368;CLI-089064;Gaz;Gazpar;Itron;2014-10-22;2025-05-14;Actif
CPT-089847;95018223630061;CLI-089065;Électricité;Linky;Sagemcom;2016-02-28;2025-04-09;Actif
CPT-089848;38592356434357;CLI-089066;Électricité;Linky;Landis+Gyr;2012-01-31;2025-05-12;Actif
CPT-089849;30655386075140;CLI-089067;Électricité;Linky;Sagemcom;2020-06-22;2025-04-25;Actif
CPT-089850;55648422017529;CLI-089067;Gaz;Gazpar;Sagemcom;2020-06-29;2025-04-24;Actif
CPT-089851;31994232677925;CLI-089068;Gaz;Gazpar;Itron;2017-09-26;2025-04-12;Actif
CPT-089852;23053831469459;CLI-089069;Électricité;Linky;Itron;2019-05-14;2025-05-08;Actif
CPT-089853;64204521622488;CLI-089069;Gaz;Gazpar;Landis+Gyr;2019-05-08;2025-05-14;Actif
CPT-089854;85978308801117;CLI-089070;Électricité;Linky;Itron;2017-02-16;2025-05-21;Actif
CPT-089855;24973667961447;CLI-089071;Électricité;Linky;Sagemcom;2020-10-25;2025-04-04;Actif
CPT-089856;82352468353665;CLI-089072;Électricité;Linky;Itron;2013-08-04;2025-05-12;Actif
CPT-089857;49562169651905;CLI-089072;Gaz;Gazpar;Landis+Gyr;2013-08-16;2025-04-05;Actif
CPT-089858;31341858053383;CLI-089073;Électricité;Linky;Landis+Gyr;2015-03-04;2025-05-25;Actif
CPT-089859;27421545574958;CLI-089074;Électricité;Linky;Sagemcom;2015-04-15;2025-04-22;Actif
CPT-089860;52994767726199;CLI-089075;Électricité;Linky;Sagemcom;2012-03-10;2025-04-27;Actif
CPT-089861;65333767607149;CLI-089076;Gaz;Traditionnel;Itron;2016-07-17;2025-04-20;Suspendu
CPT-089862;34011405505497;CLI-089077;Électricité;Linky;Sagemcom;2018-04-01;2025-04-09;Actif
CPT-089863;41360054819381;CLI-089078;Gaz;Traditionnel;Landis+Gyr;2017-10-21;2025-05-09;Suspendu
CPT-089864;29790184247003;CLI-089079;Électricité;Linky;Itron;2012-03-14;2025-05-20;Suspendu
CPT-089865;65146907909220;CLI-089079;Gaz;Gazpar;Itron;2012-03-23;2025-05-24;Suspendu
CPT-089866;54957617344964;CLI-089080;Électricité;Linky;Sagemcom;2012-08-24;2025-05-14;Actif
CPT-089867;88527279455652;CLI-089081;Électricité;Électromécanique;Itron;2014-07-18;2025-05-16;Résilié
CPT-089868;66953553518280;CLI-089082;Électricité;Linky;Landis+Gyr;2017-08-04;2025-04-23;Actif
CPT-089869;50556210026048;CLI-089083;Électricité;Linky;Iskraemeco;2014-01-01;2025-04-22;Actif
CPT-089870;31560052491334;CLI-089084;Électricité;Linky;Iskraemeco;2019-12-28;2025-04-02;Actif
CPT-089871;73165547819353;CLI-089085;Gaz;Gazpar;Sagemcom;2018-01-18;2025-05-23;Suspendu
CPT-089872;67967923089582;CLI-089086;Électricité;Électromécanique;Itron;2013-02-05;2025-04-09;Actif
CPT-089873;22172707009157;CLI-089087;Électricité;Linky;Itron;2015-09-09;2025-04-30;Actif
CPT-089874;59787902767015;CLI-089088;Gaz;Gazpar;Iskraemeco;2015-01-21;2025-05-27;Actif
CPT-089875;47546424130182;CLI-089089;Électricité;Linky;Landis+Gyr;2014-08-27;2025-04-11;Actif
CPT-089876;75385527303004;CLI-089089;Gaz;Traditionnel;Sagemcom;2014-08-29;2025-05-28;Actif
CPT-089877;48071215614826;CLI-089090;Électricité;Linky;Sagemcom;2013-12-25;2025-04-11;Actif
CPT-089878;68725573979738;CLI-089091;Gaz;Gazpar;Sagemcom;2012-06-18;2025-05-17;Résilié
CPT-089879;13100750473206;CLI-089092;Électricité;Linky;Landis+Gyr;2019-09-11;2025-05-11;Actif
CPT-089880;56380035823306;CLI-089093;Électricité;Linky;Landis+Gyr;2016-08-11;2025-04-15;Actif
CPT-089881;89286259490810;CLI-089094;Gaz;Gazpar;Itron;2014-07-10;2025-05-24;Actif
CPT-089882;39701371320851;CLI-089095;Gaz;Gazpar;Sagemcom;2019-09-10;2025-05-18;Résilié
CPT-089883;99894351979136;CLI-089096;Gaz;Gazpar;Sagemcom;2018-12-26;2025-05-25;Actif
CPT-089884;82667056426488;CLI-089097;Électricité;Électromécanique;Landis+Gyr;2019-03-07;2025-05-03;Actif
CPT-089885;65244070602120;CLI-089098;Électricité;Linky;Sagemcom;2018-06-24;2025-05-23;Actif
CPT-089886;49138866619258;CLI-089098;Gaz;Gazpar;Iskraemeco;2018-06-03;2025-05-07;Actif
CPT-089887;27446409469113;CLI-089099;Électricité;Linky;Sagemcom;2012-01-18;2025-04-21;Actif
CPT-089888;93253311516798;CLI-089100;Électricité;Linky;Landis+Gyr;2015-01-26;2025-04-11;Actif
CPT-089889;54310718453089;CLI-089101;Gaz;Gazpar;Itron;2012-07-01;2025-04-10;Actif
CPT-089890;73205021325772;CLI-089102;Électricité;Linky;Iskraemeco;2016-09-07;2025-05-28;Actif
CPT-089891;82038489050002;CLI-089103;Électricité;Linky;Sagemcom;2021-12-15;2025-05-29;Résilié
CPT-089892;44339661070491;CLI-089104;Électricité;Linky;Iskraemeco;2013-04-05;2025-04-24;Actif
CPT-089893;61949386062814;CLI-089105;Gaz;Gazpar;Landis+Gyr;2015-08-22;2025-05-26;Actif
CPT-089894;28896276486336;CLI-089106;Électricité;Linky;Itron;2020-06-05;2025-05-06;Suspendu
CPT-089895;61758483370001;CLI-089107;Gaz;Gazpar;Itron;2013-10-29;2025-04-02;Actif
CPT-089896;28766858207421;CLI-089108;Électricité;Linky;Sagemcom;2015-09-30;2025-04-12;Actif
CPT-089897;26637690836056;CLI-089108;Gaz;Gazpar;Landis+Gyr;2015-09-18;2025-05-22;Actif
CPT-089898;12675582747429;CLI-089109;Électricité;Électromécanique;Landis+Gyr;2013-03-17;2025-04-12;Résilié
CPT-089899;93397237271093;CLI-089109;Gaz;Gazpar;Iskraemeco;2013-03-16;2025-04-08;Résilié
CPT-089900;66557038494053;CLI-089110;Électricité;Électromécanique;Sagemcom;2019-06-22;2025-04-14;Résilié
CPT-089901;99834696838003;CLI-089111;Gaz;Traditionnel;Itron;2016-02-07;2025-04-20;Actif
CPT-089902;90867841592679;CLI-089112;Électricité;Linky;Sagemcom;2016-11-16;2025-05-15;Actif
CPT-089903;98232610625307;CLI-089113;Électricité;Linky;Itron;2014-09-17;2025-05-30;Actif
CPT-089904;75722224329291;CLI-089113;Gaz;Gazpar;Itron;2014-09-13;2025-04-30;Actif
CPT-089905;48744696634215;CLI-089114;Électricité;Linky;Landis+Gyr;2015-04-23;2025-05-07;Résilié
CPT-089906;99869816225321;CLI-089114;Gaz;Gazpar;Itron;2015-05-11;2025-05-08;Résilié
CPT-089907;34086389233921;CLI-089115;Électricité;Linky;Iskraemeco;2012-11-21;2025-05-16;Actif
CPT-089908;77913529494296;CLI-089116;Gaz;Gazpar;Sagemcom;2013-02-02;2025-04-11;Suspendu
CPT-089909;81619215748385;CLI-089117;Électricité;Linky;Itron;2017-10-25;2025-04-09;Actif
CPT-089910;32967893616711;CLI-089117;Gaz;Traditionnel;Iskraemeco;2017-10-12;2025-04-06;Actif
CPT-089911;25964455975417;CLI-089118;Électricité;Linky;Sagemcom;2021-04-29;2025-05-29;Actif
CPT-089912;19151064347923;CLI-089119;Gaz;Traditionnel;Itron;2014-07-13;2025-05-31;Résilié
CPT-089913;86844267963316;CLI-089120;Électricité;Linky;Sagemcom;2015-10-02;2025-04-13;Résilié
CPT-089914;69171744274368;CLI-089120;Gaz;Gazpar;Sagemcom;2015-10-20;2025-04-27;Résilié
CPT-089915;55201480463574;CLI-089121;Électricité;Linky;Sagemcom;2018-05-09;2025-05-15;Actif
CPT-089916;44152864312099;CLI-089121;Gaz;Traditionnel;Iskraemeco;2018-05-14;2025-05-08;Actif
CPT-089917;28054413428879;CLI-089122;Électricité;Linky;Iskraemeco;2013-08-01;2025-05-08;Actif
CPT-089918;76029870264941;CLI-089123;Électricité;Linky;Itron;2015-05-08;2025-05-07;Actif
CPT-089919;37115953678676;CLI-089123;Gaz;Traditionnel;Iskraemeco;2015-04-20;2025-05-17;Actif
CPT-089920;29691374122723;CLI-089124;Gaz;Gazpar;Sagemcom;2012-07-11;2025-04-06;Suspendu
CPT-089921;27037873672930;CLI-089125;Électricité;Linky;Iskraemeco;2016-02-04;2025-05-15;Actif
CPT-089922;50420022303018;CLI-089126;Gaz;Gazpar;Iskraemeco;2012-10-13;2025-05-07;Actif
CPT-089923;42698391740610;CLI-089127;Électricité;Linky;Sagemcom;2021-08-13;2025-05-21;Actif
CPT-089924;81881860090208;CLI-089128;Électricité;Linky;Itron;2017-09-07;2025-05-31;Actif
CPT-089925;32836461368992;CLI-089129;Électricité;Linky;Sagemcom;2014-09-04;2025-04-05;Actif
CPT-089926;43312980319474;CLI-089129;Gaz;Traditionnel;Itron;2014-08-29;2025-04-17;Actif
CPT-089927;42585206028026;CLI-089130;Électricité;Linky;Itron;2012-02-02;2025-04-18;Actif
CPT-089928;28571578910764;CLI-089130;Gaz;Gazpar;Sagemcom;2012-02-05;2025-04-26;Actif
CPT-089929;29105654210776;CLI-089131;Électricité;Linky;Itron;2016-11-15;2025-04-11;Actif
CPT-089930;28517842968727;CLI-089131;Gaz;Traditionnel;Landis+Gyr;2016-11-02;2025-05-19;Actif
CPT-089931;32413090774139;CLI-089132;Électricité;Linky;Itron;2016-05-20;2025-04-16;Suspendu
CPT-089932;22703776220977;CLI-089133;Électricité;Électromécanique;Iskraemeco;2017-01-20;2025-04-19;Actif
CPT-089933;49194503277194;CLI-089134;Électricité;Linky;Iskraemeco;2021-05-11;2025-05-31;Actif
CPT-089934;24909600283125;CLI-089134;Gaz;Traditionnel;Sagemcom;2021-04-30;2025-05-30;Actif
CPT-089935;47332302782043;CLI-089135;Électricité;Linky;Sagemcom;2018-03-07;2025-04-02;Résilié
CPT-089936;60139227152453;CLI-089135;Gaz;Gazpar;Sagemcom;2018-03-13;2025-05-26;Résilié
CPT-089937;99292397484474;CLI-089136;Électricité;Linky;Itron;2018-04-07;2025-04-10;Actif
CPT-089938;62707795196233;CLI-089136;Gaz;Traditionnel;Sagemcom;2018-04-25;2025-05-25;Actif
CPT-089939;83179254566450;CLI-089137;Électricité;Linky;Itron;2012-05-10;2025-05-13;Résilié
CPT-089940;26518840999397;CLI-089138;Électricité;Linky;Iskraemeco;2018-09-21;2025-05-18;Actif
CPT-089941;43597724176251;CLI-089138;Gaz;Traditionnel;Sagemcom;2018-09-05;2025-05-21;Actif
CPT-089942;32850564273332;CLI-089139;Électricité;Électromécanique;Sagemcom;2019-03-09;2025-05-04;Actif
CPT-089943;36196717953191;CLI-089139;Gaz;Gazpar;Sagemcom;2019-03-14;2025-05-11;Actif
CPT-089944;50349720099710;CLI-089140;Électricité;Linky;Itron;2017-05-03;2025-04-03;Actif
CPT-089945;84325646793499;CLI-089141;Électricité;Linky;Sagemcom;2017-06-08;2025-04-12;Actif
CPT-089946;11206307635783;CLI-089142;Électricité;Électromécanique;Itron;2014-12-31;2025-04-15;Actif
CPT-089947;12798125506580;CLI-089142;Gaz;Traditionnel;Iskraemeco;2014-12-22;2025-05-02;Actif
CPT-089948;99406029625958;CLI-089143;Électricité;Linky;Itron;2016-03-11;2025-05-10;Actif
CPT-089949;91377318255794;CLI-089144;Électricité;Linky;Sagemcom;2012-12-23;2025-04-15;Actif
CPT-089950;77781738320528;CLI-089145;Électricité;Linky;Iskraemeco;2014-10-15;2025-04-11;Actif
CPT-089951;64339792452644;CLI-089146;Électricité;Électromécanique;Itron;2012-09-25;2025-05-11;Actif
CPT-089952;12939031254866;CLI-089147;Électricité;Électromécanique;Itron;2015-06-25;2025-04-07;Actif
CPT-089953;63687511700355;CLI-089148;Électricité;Électromécanique;Itron;2015-10-05;2025-04-19;Actif
CPT-089954;21412532571661;CLI-089149;Électricité;Linky;Itron;2017-07-05;2025-04-20;Actif
CPT-089955;23804828323311;CLI-089150;Électricité;Linky;Iskraemeco;2021-12-25;2025-04-22;Actif
CPT-089956;84216852084964;CLI-089150;Gaz;Gazpar;Sagemcom;2021-12-02;2025-04-09;Actif
CPT-089957;51468808859306;CLI-089151;Électricité;Linky;Iskraemeco;2012-08-25;2025-04-09;Résilié
CPT-089958;79609444536195;CLI-089152;Électricité;Linky;Itron;2017-08-16;2025-05-26;Actif
CPT-089959;12578361426146;CLI-089153;Électricité;Linky;Iskraemeco;2015-08-30;2025-05-01;Actif
CPT-089960;69845891433617;CLI-089154;Électricité;Électromécanique;Itron;2016-05-30;2025-05-13;Suspendu
CPT-089961;63072542558793;CLI-089154;Gaz;Gazpar;Landis+Gyr;2016-05-25;2025-05-16;Suspendu
CPT-089962;54867555602974;CLI-089155;Électricité;Linky;Sagemcom;2016-02-29;2025-05-19;Actif
CPT-089963;61650801028797;CLI-089156;Électricité;Linky;Sagemcom;2018-04-22;2025-04-23;Actif
CPT-089964;20279414230783;CLI-089157;Électricité;Électromécanique;Sagemcom;2020-03-05;2025-05-13;Actif
CPT-089965;67352123426027;CLI-089158;Électricité;Linky;Iskraemeco;2019-05-19;2025-05-25;Actif
CPT-089966;64395321435649;CLI-089158;Gaz;Gazpar;Sagemcom;2019-05-21;2025-05-09;Actif
CPT-089967;79819529168362;CLI-089159;Gaz;Gazpar;Landis+Gyr;2018-01-17;2025-04-15;Résilié
CPT-089968;43176050974928;CLI-089160;Électricité;Linky;Landis+Gyr;2021-05-03;2025-05-27;Actif
CPT-089969;68423830871100;CLI-089161;Électricité;Linky;Itron;2014-03-15;2025-05-04;Suspendu
CPT-089970;13053209292496;CLI-089161;Gaz;Traditionnel;Sagemcom;2014-03-17;2025-04-03;Suspendu
CPT-089971;49607193359084;CLI-089162;Électricité;Linky;Landis+Gyr;2017-08-05;2025-05-10;Résilié
CPT-089972;59720420683723;CLI-089163;Électricité;Linky;Sagemcom;2016-07-19;2025-04-03;Actif
CPT-089973;65694053423649;CLI-089164;Gaz;Traditionnel;Sagemcom;2015-12-11;2025-04-26;Actif
CPT-089974;18751054049787;CLI-089165;Électricité;Linky;Landis+Gyr;2015-09-01;2025-04-09;Suspendu
CPT-089975;82040445940217;CLI-089166;Gaz;Traditionnel;Itron;2019-12-11;2025-04-15;Résilié
CPT-089976;45103780374883;CLI-089167;Électricité;Électromécanique;Sagemcom;2013-01-02;2025-05-15;Actif
CPT-089977;98363194613578;CLI-089168;Électricité;Électromécanique;Itron;2016-01-13;2025-04-21;Actif
CPT-089978;96559225304483;CLI-089168;Gaz;Traditionnel;Sagemcom;2015-12-30;2025-04-18;Actif
CPT-089979;79526571698532;CLI-089169;Électricité;Linky;Iskraemeco;2013-12-02;2025-05-03;Suspendu
CPT-089980;75811791717943;CLI-089170;Électricité;Linky;Itron;2014-07-24;2025-05-16;Actif
CPT-089981;16838785790688;CLI-089171;Gaz;Gazpar;Itron;2020-12-10;2025-05-30;Actif
CPT-089982;62980894168054;CLI-089172;Électricité;Linky;Sagemcom;2013-07-27;2025-04-14;Actif
CPT-089983;25903443890069;CLI-089172;Gaz;Gazpar;Itron;2013-07-24;2025-04-11;Actif
CPT-089984;76251544522543;CLI-089173;Électricité;Électromécanique;Itron;2012-05-09;2025-05-05;Actif
CPT-089985;51230756961932;CLI-089174;Gaz;Traditionnel;Itron;2020-11-18;2025-05-17;Actif
CPT-089986;49041950984155;CLI-089175;Gaz;Gazpar;Itron;2019-04-29;2025-04-25;Actif
CPT-089987;24709493457276;CLI-089176;Électricité;Linky;Iskraemeco;2013-08-27;2025-05-25;Actif
CPT-089988;26746996818915;CLI-089176;Gaz;Traditionnel;Sagemcom;2013-08-28;2025-04-19;Actif
CPT-089989;93006771880343;CLI-089177;Électricité;Linky;Sagemcom;2019-01-14;2025-04-24;Actif
CPT-089990;18182081386241;CLI-089178;Gaz;Gazpar;Itron;2019-01-19;2025-05-22;Actif
CPT-089991;12070586545580;CLI-089179;Gaz;Gazpar;Iskraemeco;2021-09-27;2025-05-04;Actif
CPT-089992;21241293139696;CLI-089180;Électricité;Linky;Itron;2014-08-12;2025-05-11;Actif
CPT-089993;35730226696159;CLI-089181;Électricité;Linky;Landis+Gyr;2019-08-20;2025-04-28;Résilié
CPT-089994;45598560165934;CLI-089182;Électricité;Linky;Sagemcom;2014-11-05;2025-05-18;Suspendu
CPT-089995;70312170398431;CLI-089183;Électricité;Électromécanique;Sagemcom;2015-11-08;2025-04-08;Suspendu
CPT-089996;65099723138877;CLI-089183;Gaz;Gazpar;Sagemcom;2015-11-04;2025-05-27;Suspendu
CPT-089997;44593843469528;CLI-089184;Électricité;Linky;Sagemcom;2015-10-31;2025-05-05;Actif
CPT-089998;68428637753129;CLI-089184;Gaz;Gazpar;Sagemcom;2015-10-31;2025-05-31;Actif
CPT-089999;41405423937773;CLI-089185;Électricité;Linky;Iskraemeco;2016-03-31;2025-04-13;Actif
CPT-090000;67890332500082;CLI-089186;Électricité;Linky;Landis+Gyr;2013-04-21;2025-05-31;Résilié
CPT-090001;97431942607460;CLI-089187;Gaz;Gazpar;Sagemcom;2017-02-16;2025-05-12;Actif
CPT-090002;48168623722619;CLI-089188;Gaz;Gazpar;Iskraemeco;2016-01-24;2025-05-08;Actif
CPT-090003;45715054446364;CLI-089189;Électricité;Linky;Landis+Gyr;2018-09-18;2025-05-27;Actif
CPT-090004;30493478376785;CLI-089190;Électricité;Électromécanique;Iskraemeco;2013-08-01;2025-04-08;Actif
CPT-090005;83432030156299;CLI-089191;Électricité;Linky;Landis+Gyr;2020-09-26;2025-04-14;Actif
CPT-090006;77313110250895;CLI-089191;Gaz;Traditionnel;Iskraemeco;2020-09-26;2025-04-08;Actif
CPT-090007;35784846746391;CLI-089192;Électricité;Linky;Iskraemeco;2017-02-21;2025-05-03;Résilié
CPT-090008;14386517507947;CLI-089193;Électricité;Électromécanique;Itron;2012-03-03;2025-05-06;Actif
CPT-090009;49374875310384;CLI-089194;Gaz;Gazpar;Sagemcom;2015-08-19;2025-04-22;Résilié
